division,line,station_name,station_latitude,station_longitude,entrance_type,vending,staffing,ada,free_crossover,station_location,geometry,facility_name,location_type,restroom_type,restroom_latitude,restroom_longitude,restroom_open,restroom_accessibility,restroom_changing_stations,restroom_status
BMT,Sea Beach,New Utrecht Av,40.624842,-73.996353,Door,YES,FULL,FALSE,TRUE,"(40.624842, -73.996353)","c(-73.996353, 40.624842)","Mapleton Library, BPL",Library,,40.6231,-73.989442,Year Round,,0,0
BMT,West End,25th Av,40.597704,-73.986829,Stair,YES,FULL,FALSE,TRUE,"(40.597704, -73.986829)","c(-73.986829, 40.597704)","Ulmer Park Library, BPL",Library,Single-Stall All Gender Restroom(s),40.592693,-73.988629,Year Round,Fully Accessible,1,1
BMT,West End,55th St,40.631435,-73.995476,Stair,YES,FULL,FALSE,TRUE,"(40.631435, -73.995476)","c(-73.995476, 40.631435)",Rappaport Playground,Park,Multi-Stall W/M Restrooms,40.636784,-74.000795,Year Round,Not Accessible,0,1
BMT,West End,62nd St,40.626472,-73.996895,Stair,YES,NONE,FALSE,TRUE,"(40.626472, -73.996895)","c(-73.996895, 40.626472)","Mapleton Library, BPL",Library,,40.6231,-73.989442,Year Round,,0,0
BMT,West End,71st St,40.619589,-73.998864,Stair,YES,FULL,FALSE,TRUE,"(40.619589, -73.998864)","c(-73.998864, 40.619589)","Mapleton Library, BPL",Library,,40.6231,-73.989442,Year Round,,0,0
BMT,West End,9th Av,40.646292,-73.994324,Door,YES,FULL,FALSE,TRUE,"(40.646292, -73.994324)","c(-73.994324, 40.646292)",Sunset Park Playground,Park,Multi-Stall W/M Restrooms,40.647683,-74.005022,Year Round,Fully Accessible,0,1
BMT,West End,Bay 50th St,40.588841,-73.983765,Stair,YES,FULL,FALSE,TRUE,"(40.588841, -73.983765)","c(-73.983765, 40.588841)",Marlboro Playground,Park,Multi-Stall W/M Restrooms,40.591356,-73.981064,,Not Accessible,0,0
BMT,West End,Bay Parkway,40.601875,-73.993728,Stair,YES,FULL,FALSE,TRUE,"(40.601875, -73.993728)","c(-73.993728, 40.601875)",Bensonhurst Park,Park,Multi-Stall W/M Restrooms,40.597869,-74.000003,Year Round,Partially Accessible,0,1
IRT,White Plains Road,149th St-3rd Av,40.816109,-73.917757,Elevator,YES,FULL,TRUE,FALSE,"(40.816109, -73.917757)","c(-73.917757, 40.816109)",Clark Playground,Park,Multi-Stall W/M Restrooms,40.813973,-73.921217,Year Round,Fully Accessible,0,1
IRT,White Plains Road,174th St,40.837288,-73.887734,Stair,YES,FULL,FALSE,FALSE,"(40.837288, -73.887734)","c(-73.887734, 40.837288)",Crotona Park Lake,Park,,40.83813,-73.893439,Year Round,,0,1
IRT,White Plains Road,219th St,40.883895,-73.862633,Stair,YES,FULL,FALSE,TRUE,"(40.883895, -73.862633)","c(-73.862633, 40.883895)",Olinville Playground,Park,Multi-Stall W/M Restrooms,40.88433,-73.86701,Year Round,Fully Accessible,0,1
IRT,White Plains Road,225th St,40.888022,-73.860341,Stair,YES,FULL,FALSE,TRUE,"(40.888022, -73.860341)","c(-73.860341, 40.888022)",Rienzi Playground,Park,Multi-Stall W/M Restrooms,40.887635,-73.858784,Year Round,Fully Accessible,0,1
IRT,White Plains Road,233rd St,40.893193,-73.857473,Stair,YES,FULL,TRUE,TRUE,"(40.893193, -73.857473)","c(-73.857473, 40.893193)","Wakefield Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.891093,-73.859583,Year Round,Fully Accessible,,1
IRT,White Plains Road,238th St-Nereid Av,40.898379,-73.854376,Stair,YES,FULL,FALSE,TRUE,"(40.898379, -73.854376)","c(-73.854376, 40.898379)",Wakefield Playground,Park,Multi-Stall W/M Restrooms,40.901858,-73.854766,Year Round,Fully Accessible,0,1
IRT,White Plains Road,Allerton Av,40.865462,-73.867352,Stair,YES,FULL,FALSE,TRUE,"(40.865462, -73.867352)","c(-73.867352, 40.865462)",Zimmerman Playground,Park,Multi-Stall W/M Restrooms,40.866092,-73.868747,,Fully Accessible,0,0
IRT,White Plains Road,Bronx Park East,40.848828,-73.868457,Stair,YES,FULL,FALSE,TRUE,"(40.848828, -73.868457)","c(-73.868457, 40.848828)",Brady Playground,Park,Multi-Stall W/M Restrooms,40.851432,-73.868622,Year Round,Fully Accessible,0,1
IRT,White Plains Road,Burke Av,40.871356,-73.867164,Stair,YES,FULL,FALSE,TRUE,"(40.871356, -73.867164)","c(-73.867164, 40.871356)",Magenta Playground,Park,Multi-Stall W/M Restrooms,40.87355,-73.867834,Year Round,Fully Accessible,0,1
IRT,White Plains Road,East 180th St,40.841894,-73.873488,Door,YES,FULL,FALSE,TRUE,"(40.841894, -73.873488)","c(-73.873488, 40.841894)",River Park,Park,Multi-Stall W/M Restrooms,40.843174,-73.877344,Year Round,Fully Accessible,0,1
IRT,White Plains Road,East Tremont Av-West Farms Sq,40.840295,-73.880049,Escalator,YES,FULL,FALSE,TRUE,"(40.840295, -73.880049)","c(-73.880049, 40.840295)",River Park,Park,Multi-Stall W/M Restrooms,40.843174,-73.877344,Year Round,Fully Accessible,0,1
IRT,White Plains Road,Freeman St,40.829993,-73.891865,Stair,YES,FULL,FALSE,FALSE,"(40.829993, -73.891865)","c(-73.891865, 40.829993)",Rev J Polite Playground,Park,Multi-Stall W/M Restrooms,40.8269,-73.89781,Year Round,Fully Accessible,0,1
IRT,White Plains Road,Intervale Av,40.822181,-73.896736,Escalator,YES,FULL,FALSE,TRUE,"(40.822181, -73.896736)","c(-73.896736, 40.822181)",Horseshoe Playground,Park,Multi-Stall W/M Restrooms,40.824235,-73.897815,Year Round,Fully Accessible,0,1
IRT,White Plains Road,Jackson Av,40.81649,-73.907807,Stair,YES,FULL,FALSE,FALSE,"(40.81649, -73.907807)","c(-73.907807, 40.81649)",Captain Rivera Playground,Park,Multi-Stall W/M Restrooms,40.817949,-73.906798,Year Round,Fully Accessible,0,1
IRT,White Plains Road,Simpson St,40.824073,-73.893064,Elevator,YES,FULL,TRUE,FALSE,"(40.824073, -73.893064)","c(-73.893064, 40.824073)",Tiffany Playground,Park,Multi-Stall W/M Restrooms,40.824764,-73.894346,Year Round,Fully Accessible,0,1
IRT,White Plains Road,Wakefield-241st St,40.903125,-73.85062,Stair,YES,FULL,FALSE,TRUE,"(40.903125, -73.85062)","c(-73.85062, 40.903125)",Wakefield Playground,Park,Multi-Stall W/M Restrooms,40.901858,-73.854766,Year Round,Fully Accessible,0,1
IRT,Flushing,34 St Hudson Yards,40.755882,-74.00191,Elevator,YES,FULL,TRUE,TRUE,"(40.755882, -74.00191)","c(-74.00191, 40.755882)",Bella Abzug Park,Park,,40.75632,-73.99974,Year Round,,0,1
